feature,importance
product_1_smiles_emb_192,0.00020473172243834956
solvent_1_emb_558,0.00020234229523705973
solvent_1_emb_343,0.00020108749645400412
catalyst_emb_730,0.00020072367300250405
catalyst_emb_723,0.00019857551204238168
solvent_1_emb_211,0.00019802500317410906
catalyst_emb_640,0.00019639179195525503
solvent_1_emb_583,0.00019622471276946774
startingmat_2_smiles_emb_660,0.00019530779875965226
base_emb_616,0.0001949927716855173
product_1_smiles_emb_386,0.00019461821960699982
catalyst_emb_50,0.00019432535609832644
catalyst_emb_344,0.0001923623217987244
catalyst_emb_322,0.00019143275507214265
solvent_1_emb_298,0.00019088915100695612
startingmat_1_smiles_emb_700,0.00019050311527886159
catalyst_emb_598,0.00018775832818541
startingmat_1_smiles_emb_667,0.00018689263393182056
catalyst_emb_310,0.00018605960049282888
product_1_smiles_emb_7,0.00018580579113494414
catalyst_emb_115,0.00018447982538674708
catalyst_emb_709,0.0001836425297236282
solvent_1_emb_134,0.0001818116487275366
solvent_1_emb_217,0.0001811467539414724
startingmat_1_smiles_emb_684,0.00018103158864555475
additives_emb_78,0.0001806928514274892
catalyst_emb_197,0.00017994405171503476
solvent_1_emb_593,0.000178927779171922
solvent_1_emb_185,0.00017733759206118652
product_1_smiles_emb_757,0.00017713082547988313
base_emb_342,0.00017622660072018356
catalyst_emb_439,0.00017410605897240564
additives_emb_76,0.00017374564530020734
